user_id,genre_preference,avg_energy,avg_valence,avg_danceability,avg_tempo,sessions_per_month,tier,acquisition_channel,cpa_eur,monthly_revenue_eur,subscription_start,subscription_end,months_active,total_revenue_eur,churned,monthly_churn_prob,cohort_month
U000839,pop,0.772,0.707,0.826,120.0,13,monthly,Paid Search,21.66,9.99,2023-11-08,,14,139.86,0,0.0446,2023-11
U000840,pop,0.841,0.788,0.706,120.0,14,monthly,Paid Social,18.43,9.99,2023-06-14,,19,189.81,0,0.0446,2023-06
U000841,pop,0.768,0.704,0.793,120.0,17,monthly,Organic Search,5.66,9.99,2023-06-29,,19,189.81,0,0.0446,2023-06
U000842,pop,0.676,0.76,0.807,120.0,14,annual,Paid Search,23.81,7.99,2024-02-20,,11,87.89,0,0.0127,2024-02
U000843,pop,0.78,0.693,0.791,120.0,7,free_trial,Paid Social,5.2,0.0,2023-01-23,2023-02-22,2,0.0,1,0.4125,2023-01
U000844,pop,0.68,0.562,0.778,120.0,12,monthly,Paid Social,14.64,9.99,2023-09-06,2024-05-03,9,89.91,1,0.0446,2023-09
U000845,pop,0.668,0.648,0.77,120.0,11,annual,Referral,4.43,7.99,2023-01-12,,24,191.76,0,0.0127,2023-01
U000846,pop,0.827,0.663,0.804,120.0,16,monthly,Referral,2.78,9.99,2023-10-24,2023-12-23,3,29.97,1,0.0446,2023-10
U000847,pop,0.822,0.673,0.76,120.0,9,monthly,Direct,1.75,9.99,2023-06-21,,19,189.81,0,0.0525,2023-06
U000848,pop,0.803,0.795,0.79,120.0,11,annual,Paid Social,15.52,7.99,2024-05-30,,8,63.92,0,0.0127,2024-05
U000849,pop,0.74,0.647,0.698,120.0,11,annual,Referral,3.65,7.99,2024-04-23,,9,71.91,0,0.0127,2024-04
U000850,pop,0.812,0.631,0.751,120.0,15,free_trial,Paid Search,17.61,0.0,2023-10-01,2024-02-28,6,0.0,1,0.3506,2023-10
U000851,pop,0.778,0.55,0.846,120.0,11,monthly,Referral,4.35,9.99,2024-06-28,,7,69.93,0,0.0446,2024-06
U000852,pop,0.829,0.635,0.712,120.0,14,free_trial,Organic Search,8.55,0.0,2023-02-25,2023-03-27,2,0.0,1,0.3506,2023-02
U000853,pop,0.654,0.661,0.832,120.0,10,annual,Paid Social,15.35,7.99,2023-12-07,,14,111.86,0,0.0127,2023-12
U000854,pop,0.705,0.644,0.782,120.0,10,free_trial,Paid Social,24.84,0.0,2024-05-27,2024-08-25,4,0.0,1,0.3506,2024-05
U000855,pop,0.738,0.582,0.743,120.0,8,annual,Organic Search,3.97,7.99,2023-12-30,,13,103.87,0,0.015,2023-12
U000856,pop,0.81,0.607,0.683,120.0,8,monthly,Paid Social,25.8,9.99,2024-06-16,,7,69.93,0,0.0525,2024-06
U000857,pop,0.798,0.63,0.671,120.0,14,monthly,Paid Social,21.36,9.99,2023-01-31,2023-01-31,1,9.99,1,0.0446,2023-01
U000858,pop,0.708,0.715,0.67,120.0,13,monthly,Paid Social,11.28,9.99,2023-11-20,,14,139.86,0,0.0446,2023-11
U000859,pop,0.675,0.787,0.822,120.0,8,monthly,Paid Search,31.39,9.99,2023-06-20,2023-06-20,1,9.99,1,0.0525,2023-06
U000860,pop,0.841,0.616,0.668,120.0,12,monthly,Paid Social,19.79,9.99,2024-05-05,,9,89.91,0,0.0446,2024-05
U000861,pop,0.799,0.709,0.688,120.0,11,monthly,Paid Search,12.82,9.99,2023-11-23,,14,139.86,0,0.0446,2023-11
U000862,pop,0.828,0.608,0.667,120.0,10,monthly,Organic Search,5.64,9.99,2023-10-21,,15,149.85,0,0.0446,2023-10
U000863,pop,0.703,0.617,0.828,120.0,8,monthly,Paid Social,14.84,9.99,2024-02-02,,12,119.88,0,0.0525,2024-02
U000864,pop,0.652,0.679,0.67,120.0,14,free_trial,Paid Social,16.87,0.0,2023-06-28,2023-08-27,3,0.0,1,0.3506,2023-06
U000865,pop,0.695,0.664,0.673,120.0,13,monthly,Paid Search,23.31,9.99,2023-02-13,2024-02-08,13,129.87,1,0.0446,2023-02
U000866,pop,0.684,0.603,0.803,120.0,14,annual,Paid Social,18.15,7.99,2023-05-08,2023-12-04,8,63.92,1,0.0127,2023-05
U000867,pop,0.798,0.552,0.724,120.0,13,annual,Organic Search,7.62,7.99,2023-03-16,,22,175.78,0,0.0127,2023-03
U000868,pop,0.677,0.74,0.836,120.0,13,annual,Paid Social,14.17,7.99,2024-05-19,,8,63.92,0,0.0127,2024-05
U000869,pop,0.742,0.596,0.711,120.0,15,annual,Paid Social,26.83,7.99,2023-08-30,,17,135.83,0,0.0127,2023-08
U000870,pop,0.735,0.8,0.737,120.0,8,annual,Paid Search,22.63,7.99,2023-04-28,,21,167.79,0,0.015,2023-04
U000871,pop,0.717,0.72,0.743,120.0,11,free_trial,Paid Search,22.11,0.0,2023-03-08,2023-05-07,3,0.0,1,0.3506,2023-03
U000872,pop,0.699,0.776,0.795,120.0,12,annual,Organic Search,8.37,7.99,2023-04-14,,21,167.79,0,0.0127,2023-04
U000873,pop,0.849,0.625,0.797,120.0,12,free_trial,Paid Social,15.15,0.0,2024-05-17,2024-05-17,1,0.0,1,0.3506,2024-05
U000874,pop,0.67,0.711,0.715,120.0,13,monthly,Direct,2.91,9.99,2024-01-31,,12,119.88,0,0.0446,2024-01
U000875,pop,0.747,0.671,0.682,120.0,8,free_trial,Paid Search,18.78,0.0,2024-03-23,2024-03-23,1,0.0,1,0.4125,2024-03
U000876,pop,0.775,0.67,0.815,120.0,15,monthly,Paid Search,12.62,9.99,2023-01-03,2023-09-30,10,99.9,1,0.0446,2023-01
U000877,pop,0.681,0.685,0.819,120.0,12,free_trial,Referral,4.77,0.0,2024-02-23,2024-05-23,4,0.0,1,0.3506,2024-02
U000878,pop,0.706,0.741,0.674,120.0,15,annual,Paid Search,12.86,7.99,2023-12-16,2024-10-11,11,87.89,1,0.0127,2023-12
U000879,pop,0.821,0.742,0.718,120.0,9,monthly,Referral,4.12,9.99,2023-12-27,,13,129.87,0,0.0525,2023-12
U000880,pop,0.8,0.695,0.817,120.0,8,annual,Paid Social,22.67,7.99,2024-05-19,,8,63.92,0,0.015,2024-05
U000881,pop,0.728,0.676,0.716,120.0,8,free_trial,Referral,3.27,0.0,2023-07-26,2023-10-24,4,0.0,1,0.4125,2023-07
U000882,pop,0.768,0.735,0.656,120.0,10,annual,Paid Social,16.37,7.99,2023-12-03,,14,111.86,0,0.0127,2023-12
U000883,pop,0.799,0.772,0.78,120.0,13,annual,Direct,2.2,7.99,2024-06-13,,7,55.93,0,0.0127,2024-06
U000884,pop,0.814,0.796,0.701,120.0,9,monthly,Paid Social,14.17,9.99,2024-03-21,,10,99.9,0,0.0525,2024-03
U000885,pop,0.826,0.711,0.828,120.0,12,annual,Organic Search,7.13,7.99,2024-02-03,2024-07-02,6,47.94,1,0.0127,2024-02
U000886,pop,0.762,0.775,0.656,120.0,9,monthly,Paid Social,17.48,9.99,2024-03-27,,10,99.9,0,0.0525,2024-03
U000887,pop,0.687,0.609,0.809,120.0,6,free_trial,Organic Search,4.9,0.0,2024-04-28,2024-04-28,1,0.0,1,0.4125,2024-04
U000888,pop,0.772,0.717,0.784,120.0,9,annual,Organic Search,6.53,7.99,2023-09-18,,16,127.84,0,0.015,2023-09
U000889,pop,0.653,0.66,0.814,120.0,15,monthly,Organic Search,8.74,9.99,2023-03-31,2024-06-23,16,159.84,1,0.0446,2023-03
U000890,pop,0.729,0.624,0.804,120.0,17,annual,Direct,3.02,7.99,2023-08-26,2023-10-25,3,23.97,1,0.0127,2023-08
U000891,pop,0.835,0.6,0.778,120.0,13,monthly,Organic Search,6.69,9.99,2023-12-14,2024-12-08,13,129.87,1,0.0446,2023-12
U000892,pop,0.757,0.67,0.75,120.0,9,annual,Organic Search,3.45,7.99,2023-09-12,,16,127.84,0,0.015,2023-09
U000893,pop,0.835,0.753,0.789,120.0,16,monthly,Paid Search,27.18,9.99,2023-05-03,2024-02-27,11,109.89,1,0.0446,2023-05
U000894,pop,0.652,0.608,0.734,120.0,7,annual,Referral,1.86,7.99,2023-08-24,,17,135.83,0,0.015,2023-08
U000895,pop,0.842,0.614,0.817,120.0,20,annual,Paid Social,18.31,7.99,2024-04-09,,9,71.91,0,0.009,2024-04
U000896,pop,0.705,0.715,0.723,120.0,14,free_trial,Direct,1.47,0.0,2023-02-28,2023-04-29,3,0.0,1,0.3506,2023-02
U000897,pop,0.821,0.677,0.803,120.0,9,annual,Referral,4.66,7.99,2023-07-24,,18,143.82,0,0.015,2023-07
U000898,pop,0.849,0.738,0.732,120.0,16,monthly,Paid Search,25.87,9.99,2023-10-25,2024-02-22,5,49.95,1,0.0446,2023-10
U000899,pop,0.846,0.757,0.769,120.0,18,annual,Paid Social,20.74,7.99,2024-04-29,,9,71.91,0,0.0127,2024-04
U000900,pop,0.652,0.795,0.749,120.0,19,monthly,Paid Search,15.57,9.99,2023-09-07,2024-10-31,15,149.85,1,0.0446,2023-09
U000901,pop,0.664,0.748,0.797,120.0,17,monthly,Paid Social,19.58,9.99,2024-04-05,,10,99.9,0,0.0446,2024-04
U000902,pop,0.785,0.728,0.847,120.0,12,monthly,Direct,0.5,9.99,2023-01-31,2023-10-28,10,99.9,1,0.0446,2023-01
U000903,pop,0.661,0.688,0.794,120.0,7,monthly,Paid Search,11.75,9.99,2024-01-03,2024-04-02,4,39.96,1,0.0525,2024-01
U000904,pop,0.82,0.74,0.694,120.0,11,annual,Referral,4.42,7.99,2023-12-02,,14,111.86,0,0.0127,2023-12
U000905,pop,0.849,0.764,0.663,120.0,20,annual,Organic Search,5.2,7.99,2023-12-24,,13,103.87,0,0.009,2023-12
U000906,pop,0.697,0.598,0.845,120.0,10,annual,Organic Search,2.08,7.99,2023-07-17,,18,143.82,0,0.0127,2023-07
U000907,pop,0.68,0.674,0.766,120.0,10,annual,Paid Search,23.82,7.99,2023-03-25,2023-12-20,10,79.9,1,0.0127,2023-03
U000908,pop,0.846,0.799,0.745,120.0,21,free_trial,Paid Social,24.68,0.0,2023-11-10,2024-02-08,4,0.0,1,0.2475,2023-11
U000909,pop,0.785,0.734,0.699,120.0,12,monthly,Paid Social,25.88,9.99,2023-12-31,,13,129.87,0,0.0446,2023-12
U000910,pop,0.708,0.78,0.832,120.0,8,monthly,Referral,2.67,9.99,2023-09-22,2024-04-19,8,79.92,1,0.0525,2023-09
U000911,pop,0.716,0.731,0.792,120.0,12,monthly,Paid Social,20.37,9.99,2023-03-19,2023-04-18,2,19.98,1,0.0446,2023-03
U000912,pop,0.66,0.788,0.791,120.0,10,annual,Direct,3.55,7.99,2024-01-27,,12,95.88,0,0.0127,2024-01
U000913,pop,0.704,0.587,0.708,120.0,12,monthly,Paid Social,8.8,9.99,2023-07-15,2024-06-09,12,119.88,1,0.0446,2023-07
U000914,pop,0.724,0.717,0.838,120.0,6,monthly,Organic Search,6.34,9.99,2024-06-05,,7,69.93,0,0.0525,2024-06
U000915,pop,0.727,0.597,0.695,120.0,12,annual,Referral,3.88,7.99,2024-05-06,,8,63.92,0,0.0127,2024-05
U000916,pop,0.821,0.727,0.828,120.0,10,monthly,Direct,1.64,9.99,2023-11-15,,14,139.86,0,0.0446,2023-11
U000917,pop,0.686,0.678,0.698,120.0,16,monthly,Paid Social,25.25,9.99,2023-12-22,,13,129.87,0,0.0446,2023-12
U000918,pop,0.651,0.708,0.773,120.0,11,monthly,Referral,3.06,9.99,2023-05-23,,20,199.8,0,0.0446,2023-05
U000919,pop,0.689,0.703,0.734,120.0,13,annual,Organic Search,5.98,7.99,2024-04-30,,9,71.91,0,0.0127,2024-04
U000920,pop,0.795,0.571,0.768,120.0,16,annual,Paid Social,21.07,7.99,2024-06-21,,7,55.93,0,0.0127,2024-06
U000921,pop,0.717,0.598,0.793,120.0,10,annual,Paid Social,18.57,7.99,2023-03-04,,23,183.77,0,0.0127,2023-03
U000922,pop,0.695,0.591,0.741,120.0,15,monthly,Referral,4.93,9.99,2023-05-13,,20,199.8,0,0.0446,2023-05
U000923,pop,0.767,0.587,0.709,120.0,12,monthly,Organic Search,4.95,9.99,2023-08-31,2024-07-26,12,119.88,1,0.0446,2023-08
U000924,pop,0.692,0.714,0.677,120.0,10,free_trial,Paid Social,25.55,0.0,2023-05-09,2023-05-09,1,0.0,1,0.3506,2023-05
U000925,pop,0.817,0.721,0.747,120.0,18,monthly,Paid Search,22.53,9.99,2024-05-30,2024-10-27,6,59.94,1,0.0446,2024-05
U000926,pop,0.703,0.582,0.766,120.0,10,monthly,Organic Search,6.06,9.99,2024-03-16,2024-10-12,8,79.92,1,0.0446,2024-03
U000927,pop,0.671,0.556,0.815,120.0,18,monthly,Paid Social,6.57,9.99,2023-11-05,,15,149.85,0,0.0446,2023-11
U000928,pop,0.725,0.684,0.741,120.0,17,annual,Paid Search,20.55,7.99,2023-10-08,,16,127.84,0,0.0127,2023-10
U000929,pop,0.651,0.673,0.701,120.0,10,annual,Paid Social,16.23,7.99,2024-04-27,,9,71.91,0,0.0127,2024-04
U000930,pop,0.673,0.678,0.749,120.0,9,monthly,Direct,2.6,9.99,2024-06-28,2024-11-25,6,59.94,1,0.0525,2024-06
U000931,pop,0.748,0.599,0.849,120.0,17,monthly,Organic Search,8.28,9.99,2023-09-14,,16,159.84,0,0.0446,2023-09
U000932,pop,0.682,0.772,0.848,120.0,13,annual,Paid Search,19.36,7.99,2023-11-11,2024-01-10,3,23.97,1,0.0127,2023-11
U000933,pop,0.728,0.61,0.663,120.0,12,annual,Paid Social,21.95,7.99,2023-05-18,2024-07-11,15,119.85,1,0.0127,2023-05
U000934,pop,0.747,0.787,0.793,120.0,7,monthly,Direct,2.91,9.99,2023-08-31,2024-02-27,7,69.93,1,0.0525,2023-08
U000935,pop,0.67,0.579,0.799,120.0,9,annual,Organic Search,5.42,7.99,2023-07-18,,18,143.82,0,0.015,2023-07
U000936,pop,0.766,0.733,0.663,120.0,20,annual,Paid Social,17.17,7.99,2024-04-10,,9,71.91,0,0.009,2024-04
U000937,pop,0.692,0.578,0.726,120.0,14,annual,Paid Social,25.13,7.99,2023-08-17,,17,135.83,0,0.0127,2023-08
U000938,pop,0.822,0.701,0.684,120.0,11,annual,Paid Social,15.9,7.99,2024-01-23,,12,95.88,0,0.0127,2024-01
U000939,pop,0.668,0.673,0.83,120.0,17,monthly,Organic Search,7.08,9.99,2024-01-23,,12,119.88,0,0.0446,2024-01
U000940,pop,0.809,0.774,0.707,120.0,8,annual,Referral,3.23,7.99,2023-07-29,,18,143.82,0,0.015,2023-07
U000941,pop,0.8,0.727,0.708,120.0,10,monthly,Direct,0.5,9.99,2023-09-10,,16,159.84,0,0.0446,2023-09
U000942,pop,0.664,0.624,0.788,120.0,9,monthly,Referral,5.75,9.99,2023-04-27,2023-08-25,5,49.95,1,0.0525,2023-04
U000943,pop,0.724,0.691,0.839,120.0,19,monthly,Paid Social,14.68,9.99,2023-05-27,,20,199.8,0,0.0446,2023-05
U000944,pop,0.721,0.724,0.841,120.0,21,monthly,Paid Social,19.29,9.99,2024-04-19,,9,89.91,0,0.0315,2024-04
U000945,pop,0.847,0.7,0.825,120.0,6,monthly,Paid Social,19.14,9.99,2023-09-29,,16,159.84,0,0.0525,2023-09
U000946,pop,0.741,0.762,0.848,120.0,6,free_trial,Organic Search,7.61,0.0,2023-02-16,2023-03-18,2,0.0,1,0.4125,2023-02
U000947,pop,0.687,0.783,0.784,120.0,12,monthly,Paid Social,18.53,9.99,2024-03-30,,10,99.9,0,0.0446,2024-03
U000948,pop,0.807,0.718,0.77,120.0,8,free_trial,Paid Social,15.8,0.0,2024-06-02,2024-08-01,3,0.0,1,0.4125,2024-06
U000949,pop,0.767,0.704,0.674,120.0,11,monthly,Paid Search,19.92,9.99,2024-05-15,2024-09-12,5,49.95,1,0.0446,2024-05
U000950,pop,0.825,0.759,0.709,120.0,10,annual,Paid Search,16.13,7.99,2023-04-06,2023-08-04,5,39.95,1,0.0127,2023-04
U000951,pop,0.711,0.605,0.79,120.0,16,monthly,Paid Search,10.07,9.99,2023-07-09,,19,189.81,0,0.0446,2023-07
U000952,pop,0.696,0.776,0.778,120.0,9,annual,Paid Search,23.05,7.99,2023-09-27,,16,127.84,0,0.015,2023-09
U000953,pop,0.746,0.798,0.739,120.0,10,monthly,Paid Social,21.25,9.99,2023-04-05,2024-08-27,18,179.82,1,0.0446,2023-04
U000954,pop,0.813,0.647,0.763,120.0,9,annual,Paid Social,16.8,7.99,2023-07-10,,19,151.81,0,0.015,2023-07
U000955,pop,0.802,0.784,0.752,120.0,7,annual,Organic Search,9.37,7.99,2023-05-31,,20,159.8,0,0.015,2023-05
U000956,pop,0.695,0.742,0.747,120.0,15,annual,Paid Search,11.9,7.99,2023-04-04,,22,175.78,0,0.0127,2023-04
U000957,pop,0.664,0.552,0.833,120.0,11,annual,Referral,2.45,7.99,2023-08-24,,17,135.83,0,0.0127,2023-08
U000958,pop,0.806,0.664,0.714,120.0,17,monthly,Organic Search,7.67,9.99,2024-03-23,,10,99.9,0,0.0446,2024-03
U000959,pop,0.767,0.702,0.69,120.0,10,free_trial,Paid Search,28.26,0.0,2024-01-03,2024-01-03,1,0.0,1,0.3506,2024-01
U000960,pop,0.826,0.782,0.821,120.0,16,annual,Paid Search,21.7,7.99,2023-12-03,,14,111.86,0,0.0127,2023-12
U000961,pop,0.78,0.702,0.732,120.0,10,annual,Organic Search,7.95,7.99,2023-02-16,2024-11-07,22,175.78,1,0.0127,2023-02
U000962,pop,0.813,0.559,0.651,120.0,14,monthly,Referral,3.24,9.99,2023-01-12,2024-08-04,20,199.8,1,0.0446,2023-01
U000963,pop,0.838,0.702,0.807,120.0,14,annual,Paid Search,18.59,7.99,2024-04-19,,9,71.91,0,0.0127,2024-04
U000964,pop,0.731,0.674,0.843,120.0,14,annual,Paid Social,13.41,7.99,2023-06-28,,19,151.81,0,0.0127,2023-06
U000965,pop,0.833,0.636,0.793,120.0,7,monthly,Paid Search,16.96,9.99,2024-06-04,2024-11-01,6,59.94,1,0.0525,2024-06
U000966,pop,0.689,0.759,0.663,120.0,10,monthly,Referral,3.1,9.99,2023-08-09,2023-11-07,4,39.96,1,0.0446,2023-08
U000967,pop,0.798,0.738,0.844,120.0,8,free_trial,Paid Social,19.77,0.0,2023-11-16,2023-12-16,2,0.0,1,0.4125,2023-11
U000968,pop,0.779,0.593,0.776,120.0,13,monthly,Organic Search,6.05,9.99,2023-03-05,,23,229.77,0,0.0446,2023-03
U000969,pop,0.801,0.795,0.805,120.0,11,annual,Referral,3.58,7.99,2023-07-16,2023-12-13,6,47.94,1,0.0127,2023-07
U000970,pop,0.849,0.623,0.776,120.0,11,monthly,Paid Social,11.61,9.99,2024-01-10,2024-08-07,8,79.92,1,0.0446,2024-01
U000971,pop,0.693,0.767,0.77,120.0,10,monthly,Organic Search,6.28,9.99,2023-03-06,,23,229.77,0,0.0446,2023-03
U000972,pop,0.741,0.728,0.837,120.0,17,monthly,Paid Search,26.67,9.99,2023-04-15,2023-05-15,2,19.98,1,0.0446,2023-04
U000973,pop,0.805,0.576,0.831,120.0,9,monthly,Paid Social,17.56,9.99,2023-01-22,2023-05-22,5,49.95,1,0.0525,2023-01
U000974,pop,0.758,0.595,0.832,120.0,14,annual,Organic Search,10.04,7.99,2024-06-09,2024-06-09,1,7.99,1,0.0127,2024-06
U000975,pop,0.678,0.722,0.746,120.0,10,monthly,Direct,4.38,9.99,2023-01-22,2024-03-17,15,149.85,1,0.0446,2023-01
U000976,pop,0.709,0.799,0.841,120.0,9,monthly,Paid Social,18.91,9.99,2024-03-24,,10,99.9,0,0.0525,2024-03
U000977,pop,0.779,0.719,0.671,120.0,12,monthly,Paid Search,16.52,9.99,2023-11-02,2024-01-01,3,29.97,1,0.0446,2023-11
U000978,pop,0.836,0.626,0.838,120.0,9,monthly,Paid Search,25.48,9.99,2023-03-06,2023-04-05,2,19.98,1,0.0525,2023-03
U000979,pop,0.689,0.771,0.73,120.0,16,monthly,Direct,1.19,9.99,2024-02-14,,11,109.89,0,0.0446,2024-02
U000980,pop,0.792,0.798,0.797,120.0,13,annual,Referral,3.19,7.99,2023-05-26,2023-09-23,5,39.95,1,0.0127,2023-05
U000981,pop,0.729,0.666,0.71,120.0,18,monthly,Paid Search,23.72,9.99,2023-05-31,,20,199.8,0,0.0446,2023-05
U000982,pop,0.706,0.572,0.844,120.0,11,annual,Direct,2.35,7.99,2023-05-15,,20,159.8,0,0.0127,2023-05
U000983,pop,0.784,0.673,0.79,120.0,8,monthly,Organic Search,8.93,9.99,2024-02-12,2024-08-10,7,69.93,1,0.0525,2024-02
U000984,pop,0.778,0.65,0.815,120.0,6,monthly,Referral,3.62,9.99,2023-05-04,2024-07-27,16,159.84,1,0.0525,2023-05
U000985,pop,0.688,0.677,0.691,120.0,15,annual,Referral,4.37,7.99,2023-11-08,,14,111.86,0,0.0127,2023-11
U000986,pop,0.706,0.645,0.77,120.0,13,monthly,Organic Search,7.04,9.99,2023-12-11,2024-01-10,2,19.98,1,0.0446,2023-12
U000987,pop,0.678,0.716,0.805,120.0,13,annual,Paid Social,22.85,7.99,2023-12-25,,13,103.87,0,0.0127,2023-12
U000988,pop,0.807,0.564,0.746,120.0,13,free_trial,Organic Search,7.04,0.0,2023-03-24,2023-03-24,1,0.0,1,0.3506,2023-03
U000989,pop,0.783,0.68,0.682,120.0,12,free_trial,Referral,3.75,0.0,2023-03-01,2023-03-01,1,0.0,1,0.3506,2023-03
U000990,pop,0.81,0.729,0.712,120.0,5,monthly,Organic Search,3.74,9.99,2024-01-18,,12,119.88,0,0.0525,2024-01
U000991,pop,0.682,0.598,0.752,120.0,11,free_trial,Organic Search,8.28,0.0,2023-11-23,2023-11-23,1,0.0,1,0.3506,2023-11
U000992,pop,0.812,0.718,0.653,120.0,8,monthly,Referral,2.54,9.99,2024-01-18,,12,119.88,0,0.0525,2024-01
U000993,pop,0.71,0.767,0.751,120.0,14,annual,Paid Social,18.99,7.99,2024-06-07,2024-06-07,1,7.99,1,0.0127,2024-06
U000994,pop,0.837,0.628,0.722,120.0,12,annual,Paid Social,20.95,7.99,2023-12-01,,14,111.86,0,0.0127,2023-12
U000995,pop,0.703,0.644,0.837,120.0,10,monthly,Direct,4.28,9.99,2024-05-22,,8,79.92,0,0.0446,2024-05
U000996,pop,0.669,0.735,0.81,120.0,14,monthly,Paid Social,12.36,9.99,2023-03-19,,22,219.78,0,0.0446,2023-03
U000997,pop,0.748,0.707,0.778,120.0,12,annual,Referral,4.36,7.99,2023-09-11,2024-03-09,7,55.93,1,0.0127,2023-09
U000998,pop,0.81,0.552,0.652,120.0,13,annual,Paid Search,18.58,7.99,2024-01-11,,12,95.88,0,0.0127,2024-01
U000999,pop,0.751,0.754,0.814,120.0,15,annual,Paid Social,18.85,7.99,2023-02-01,,24,191.76,0,0.0127,2023-02
U001000,pop,0.682,0.621,0.711,120.0,9,monthly,Organic Search,8.6,9.99,2023-11-12,,14,139.86,0,0.0525,2023-11
U001001,pop,0.825,0.689,0.716,120.0,10,monthly,Organic Search,9.02,9.99,2024-03-01,,11,109.89,0,0.0446,2024-03
U001002,pop,0.8,0.571,0.763,120.0,12,annual,Paid Social,19.06,7.99,2023-07-20,,18,143.82,0,0.0127,2023-07
U001003,pop,0.837,0.637,0.83,120.0,10,annual,Paid Social,23.77,7.99,2024-01-04,,13,103.87,0,0.0127,2024-01
U001004,pop,0.793,0.654,0.833,120.0,16,monthly,Paid Search,23.06,9.99,2023-09-27,,16,159.84,0,0.0446,2023-09
U001005,pop,0.75,0.763,0.699,120.0,9,monthly,Paid Search,15.3,9.99,2024-05-31,2024-07-30,3,29.97,1,0.0525,2024-05
U001006,pop,0.74,0.599,0.667,120.0,19,free_trial,Paid Search,14.91,0.0,2023-06-25,2023-09-23,4,0.0,1,0.3506,2023-06
U001007,pop,0.697,0.657,0.828,120.0,9,annual,Referral,3.99,7.99,2024-02-23,,11,87.89,0,0.015,2024-02
U001008,pop,0.844,0.587,0.803,120.0,12,monthly,Referral,2.99,9.99,2023-10-20,,15,149.85,0,0.0446,2023-10
U001009,pop,0.717,0.677,0.806,120.0,9,annual,Paid Search,23.82,7.99,2024-02-15,,11,87.89,0,0.015,2024-02
U001010,pop,0.792,0.576,0.739,120.0,19,monthly,Paid Search,20.82,9.99,2023-06-06,2024-01-02,8,79.92,1,0.0446,2023-06
U001011,pop,0.78,0.696,0.687,120.0,13,monthly,Referral,4.75,9.99,2024-02-04,,12,119.88,0,0.0446,2024-02
U001012,pop,0.755,0.767,0.652,120.0,14,monthly,Paid Social,19.18,9.99,2024-03-09,2024-03-09,1,9.99,1,0.0446,2024-03
U001013,pop,0.669,0.599,0.819,120.0,13,monthly,Paid Search,22.35,9.99,2023-03-15,,22,219.78,0,0.0446,2023-03
U001014,pop,0.725,0.771,0.784,120.0,9,annual,Paid Social,22.41,7.99,2023-04-01,,22,175.78,0,0.015,2023-04
U001015,pop,0.686,0.636,0.697,120.0,10,annual,Paid Social,13.11,7.99,2023-05-11,,21,167.79,0,0.0127,2023-05
U001016,pop,0.652,0.73,0.742,120.0,14,annual,Paid Social,16.03,7.99,2023-01-04,,25,199.75,0,0.0127,2023-01
U001017,pop,0.724,0.554,0.818,120.0,15,monthly,Direct,2.58,9.99,2023-04-22,2024-02-16,11,109.89,1,0.0446,2023-04
U001018,pop,0.847,0.681,0.686,120.0,19,monthly,Referral,1.62,9.99,2023-11-20,2024-07-17,9,89.91,1,0.0446,2023-11
U001019,pop,0.768,0.706,0.701,120.0,9,annual,Organic Search,8.15,7.99,2023-02-05,2023-02-05,1,7.99,1,0.015,2023-02
U001020,pop,0.72,0.73,0.724,120.0,13,monthly,Organic Search,6.9,9.99,2023-03-07,2023-06-05,4,39.96,1,0.0446,2023-03
U001021,pop,0.721,0.566,0.709,120.0,10,monthly,Paid Search,18.03,9.99,2023-01-18,2024-07-11,19,189.81,1,0.0446,2023-01
U001022,pop,0.711,0.736,0.829,120.0,12,monthly,Referral,2.87,9.99,2023-12-25,,13,129.87,0,0.0446,2023-12
U001023,pop,0.842,0.587,0.756,120.0,13,monthly,Referral,4.76,9.99,2023-02-04,2023-02-04,1,9.99,1,0.0446,2023-02
U001024,pop,0.769,0.639,0.803,120.0,20,annual,Organic Search,6.84,7.99,2024-05-01,,9,71.91,0,0.009,2024-05
U001025,pop,0.814,0.564,0.79,120.0,11,annual,Paid Search,16.2,7.99,2023-04-19,,21,167.79,0,0.0127,2023-04
U001026,pop,0.785,0.642,0.666,120.0,7,annual,Organic Search,5.61,7.99,2023-10-16,,15,119.85,0,0.015,2023-10
U001027,pop,0.807,0.779,0.787,120.0,9,annual,Direct,2.82,7.99,2023-05-22,,20,159.8,0,0.015,2023-05
U001028,pop,0.738,0.667,0.741,120.0,17,annual,Paid Search,23.52,7.99,2024-02-09,,11,87.89,0,0.0127,2024-02
U001029,pop,0.738,0.79,0.704,120.0,15,monthly,Paid Search,19.16,9.99,2023-03-14,,22,219.78,0,0.0446,2023-03
U001030,pop,0.696,0.74,0.703,120.0,10,annual,Organic Search,5.43,7.99,2023-07-21,2024-11-12,17,135.83,1,0.0127,2023-07
U001031,pop,0.715,0.654,0.739,120.0,16,annual,Referral,1.98,7.99,2023-08-13,,17,135.83,0,0.0127,2023-08
U001032,pop,0.83,0.703,0.75,120.0,14,annual,Paid Social,19.26,7.99,2023-04-06,,22,175.78,0,0.0127,2023-04
U001033,pop,0.685,0.71,0.834,120.0,12,monthly,Paid Search,21.7,9.99,2023-10-21,,15,149.85,0,0.0446,2023-10
U001034,pop,0.724,0.627,0.706,120.0,12,monthly,Organic Search,6.38,9.99,2023-11-22,,14,139.86,0,0.0446,2023-11
